contestant_name,age,hometown,profession,industry,num_season,finish,winner,gender,black,asian,latinx,poc,jewish,muslim,lgbt,num_appearance,state,country,region,birthdate,astrological_sign,num_boot,initial-tribe,tribe_color
Parvati Shallow,36,"Los Angeles,  CA",Life Coach/Speaker/Yoga Teacher,Education,40,16,0,F,0,0,0,0,0,0,1,4,California,US,West,9/21/82,Virgo,5,Dakal,Red
Sandra Diaz-Twine,44,"Riverview,  FL",Case Manager,"Nonprofit, Social, Religious",40,15,0,F,0,0,1,1,0,0,0,4,Florida,US,South,7/30/74,Leo,6,Sele,Blue
Yul Kwon,44,"Los Altos,  CA",Product Management,"Science, Technology, Engineering, Energy",40,14,0,M,0,1,0,1,0,0,0,2,California,US,West,2/14/75,Aquarius,7,Dakal,Red
Wendell Holland,35,"Philadelphia,  PA",Furniture Designer,"Arts, Media, Entertainment",40,13,0,M,1,0,0,1,0,0,0,2,Pennsylvania,US,Northeast,3/8/84,Pisces,8,Dakal,Red
Adam Klein,28,"Burlingame,  CA",Host/Keynote Speaker,"Arts, Media, Entertainment",40,12,0,M,0,0,0,0,1,0,0,2,California,US,West,1/15/91,Capricorn,9,Sele,Blue
Tyson Apostol,39,"Mesa,  AZ",Former Pro Cyclist/Shop Manager,"Sports, Fitness, Recreation",40,11,0,M,0,0,0,0,0,0,0,4,Arizona,US,West,6/17/79,Gemini,10,Dakal,Red
Sophie Clarke,29,"Santa Monica,  CA",Healthcare Consultant,Healthcare & Wellness,40,10,0,F,0,0,0,0,0,0,0,2,California,US,West,7/10/89,Cancer,11,Dakal,Red
Kim Spradlin-Wolfe,36,"San Antonio,  TX",Interior Designer,"Arts, Media, Entertainment",40,9,0,F,0,0,0,0,0,0,0,2,Texas,US,South,1/30/83,Aquarius,12,Dakal,Red
Jeremy Collins,41,"Foxborough,  MA",Firefighter,"Law, Public Safety, Military",40,8,0,M,1,0,0,1,0,0,0,3,Massachusetts,US,Northeast,4/16/78,Aries,13,Sele,Blue
Nick Wilson,28,"Williamsburg,  KY",Attorney,"Law, Public Safety, Military",40,7,0,M,0,0,0,0,0,0,0,2,Kentucky,US,Midwest,6/11/90,Gemini,14,Dakal,Red
Denise Stapley,48,"Marion,  IA",Sex Therapist,Healthcare & Wellness,40,6,0,F,0,0,0,0,0,0,0,2,Iowa,US,Midwest,1/1/71,Capricorn,15,Sele,Blue
Ben Driebergen,36,"Boise,  ID",Real Estate Agent/Stay-at-home Dad,Real Estate & Construction,40,5,0,M,0,0,0,0,0,0,0,2,Idaho,US,West,1/1/83,Capricorn,16,Sele,Blue
Sarah Lacina,35,"Cedar Rapids,  IA",Police Officer,"Law, Public Safety, Military",40,4,0,F,0,0,0,0,0,0,0,3,Iowa,US,Midwest,7/9/84,Cancer,17,Dakal,Red
Michele Fitzgerald,29,"Hoboken,  NJ",Business Development Manager,"Business, Finance, Administrative",40,3,0,F,0,0,0,0,0,0,0,2,New Jersey,US,Northeast,5/5/90,Taurus,18,Sele,Blue
Natalie Anderson,33,"Edgewater,  NJ",CrossFit Trainer,"Sports, Fitness, Recreation",40,2,0,F,0,1,0,1,0,0,0,2,New Jersey,US,Northeast,4/11/86,Aries,19,Sele,Blue
Tony Vlachos,45,"Allendale,  NJ",Police Officer,"Law, Public Safety, Military",40,1,1,M,0,0,0,0,0,0,0,3,New Jersey,US,Northeast,9/10/73,Virgo,20,Dakal,Red
Eric Abraham,51,"San Antonio,  TX",Cyber Security Analyst,"Science, Technology, Engineering, Energy",41,18,0,M,1,0,0,1,0,0,0,1,Texas,US,South,6/10/70,Gemini,1,Yase,Yellow
Sara Wilson,24,"Boston,  MA",Healthcare Consultant,Healthcare & Wellness,41,17,0,F,0,0,0,0,0,0,0,1,Massachusetts,US,Northeast,6/28/97,Cancer,2,Ua,Green
David Voce,35,"Chicago,  IL",Neurosurgeon,Healthcare & Wellness,41,16,0,M,0,0,0,0,0,0,0,1,Illinois,US,Midwest,5/1/86,Taurus,3,Yase,Yellow
Brad Reese,50,"Shawnee,  WY",Rancher,Agriculture and Environment,41,15,0,M,0,0,0,0,0,0,0,1,Wyoming,US,West,7/21/71,Cancer,4,Ua,Green
JD Robinson,20,"Oklahoma City,  OK",College Student,Education,41,14,0,M,1,0,0,1,0,0,0,1,Oklahoma,US,South,3/18/01,Pisces,5,Ua,Green
Genie Chen,46,"Portland,  OR",Grocery Clerk,Retail and Consumer Services,41,13,0,F,0,1,0,1,0,0,1,1,Oregon,US,West,3/4/75,Pisces,6,Ua,Green
Sydney Segal,26,"Brooklyn,  NY",Law Student,Education,41,12,0,F,0,0,0,0,1,0,0,1,New York,US,Northeast,7/19/95,Cancer,7,Luvu,Blue
Tiffany Seely,47,"Plainview,  NY",Teacher,Education,41,11,0,F,0,0,0,0,1,0,0,1,New York,US,Northeast,12/8/73,Sagittarius,8,Yase,Yellow
Naseer Muttalif,37,"Morgan Hill,  CA",Sales Manager,"Advertising, Marketing, Sales",41,10,0,M,0,1,0,1,0,1,0,1,California,US,West,6/9/84,Gemini,9,Luvu,Blue
Evvie Jagoda,28,"Arlington,  MA",PhD Student,Education,41,9,0,N,0,0,0,0,1,0,1,1,Massachusetts,US,Northeast,10/26/92,Scorpio,10,Yase,Yellow
Shan Smith,34,"Washington,  DC",Pastor,"Nonprofit, Social, Religious",41,8,0,F,1,0,0,1,0,0,0,1,District of Columbia,US,Northeast,3/11/87,Pisces,11,Ua,Green
Liana Wallace,20,"Washington,  DC",College Student,Education,41,7,0,F,1,0,0,1,1,0,0,1,District of Columbia,US,Northeast,10/25/00,Scorpio,12,Yase,Yellow
Danny McCray,33,"Frisco,  TX",Ex-NFL Player,"Sports, Fitness, Recreation",41,6,0,M,1,0,0,1,0,0,0,1,Texas,US,South,3/10/88,Pisces,13,Luvu,Blue
Ricard Foy,31,"Sedro-Woolley,  WA",Flight Attendant,Transportation & Logistics,41,5,0,M,0,0,1,1,0,0,1,1,Washington,US,West,12/4/89,Sagittarius,14,Ua,Green
Heather Aldret,52,"Charleston,  SC",Stay-at-Home Mom,Childcare/Domestic,41,4,0,F,0,0,0,0,0,0,0,1,South Carolina,US,South,3/1/69,Pisces,15,Luvu,Blue
Xander Hastings,21,"Chicago,  IL",App Developer,"Science, Technology, Engineering, Energy",41,3,0,M,0,0,0,0,0,0,0,1,Illinois,US,Midwest,8/11/00,Leo,16,Yase,Yellow
Deshawn Radden,26,"Miami,  FL",Medical Student,Education,41,2,0,M,1,0,0,1,0,0,1,1,Florida,US,South,9/17/95,Virgo,17,Luvu,Blue
Erika Casupanan,32,"Toronto,  ON",Communications Manager,"Business, Finance, Administrative",41,1,1,F,0,1,0,1,0,0,1,1,Ontario,CA,Canada,7/20/89,Cancer,18,Luvu,Blue
Jackson Fox,48,"Houston,  TX",Healthcare Worker,Healthcare & Wellness,42,18,0,M,0,0,0,0,0,0,1,1,Texas,US,South,8/13/73,Leo,1,Taku,Orange
Zach Wurtenberger,22,"St. Louis,  MO",Student,Education,42,17,0,M,0,0,0,0,1,0,0,1,Missouri,US,Midwest,1/26/00,Aquarius,2,Ika,Blue
Marya Sherron,47,"Noblesville,  IN",Stay-at-Home Mom,Childcare/Domestic,42,16,0,F,1,0,0,1,0,0,0,1,Indiana,US,Midwest,3/26/74,Aries,3,Taku,Orange
Jenny Kim,43,"Brooklyn,  NY",Creative Director,"Advertising, Marketing, Sales",42,15,0,F,0,1,0,1,0,0,0,1,New York,US,Northeast,6/30/78,Cancer,4,Vati,Green
Swati Goel,19,"Palo Alto,  CA",Ivy League Student,Education,42,14,0,F,0,1,0,1,0,0,0,1,California,US,West,3/20/02,Pisces,5,Ika,Blue
Daniel Strunk,30,"New Haven,  CT",Law Clerk,"Law, Public Safety, Military",42,13,0,M,0,0,0,0,0,0,0,1,Connecticut,US,Northeast,3/26/91,Aries,6,Vati,Green
Lydia Meredith,22,"Santa Monica,  CA",Waitress,Food and Hospitality,42,12,0,F,0,0,0,0,0,0,1,1,California,US,West,5/23/99,Gemini,7,Vati,Green
Chanelle Howell,29,"New York,  NY",Executive Recruiter,"Business, Finance, Administrative",42,11,0,F,1,0,0,1,0,0,1,1,New York,US,Northeast,8/22/92,Leo,8,Vati,Green
Rocksroy Bailey,44,"Las Vegas,  NV",Stay-at-Home Dad,Childcare/Domestic,42,10,0,M,1,0,0,1,0,0,0,1,Nevada,US,West,1/12/78,Capricorn,9,Ika,Blue
Tori Meehan,25,"Rogers,  AR",Therapist,Healthcare & Wellness,42,9,0,F,0,0,0,0,0,0,0,1,Arkansas,US,South,9/3/96,Virgo,10,Ika,Blue
Hai Giang,29,"New Orleans,  LA",Data Scientist,"Science, Technology, Engineering, Energy",42,8,0,M,0,1,0,1,0,0,1,1,Louisiana,US,South,10/9/92,Libra,11,Vati,Green
Drea Wheeler,35,"Montreal,  QC",Fitness Consultant,"Sports, Fitness, Recreation",42,7,0,F,1,0,0,1,0,0,0,1,Quebec,CA,Canada,8/27/86,Virgo,12,Ika,Blue
Omar Zaheer,31,"Whitby,  ON",Veterinarian,"Science, Technology, Engineering, Energy",42,6,0,M,0,1,0,1,0,1,0,1,Ontario,CA,Canada,10/24/90,Scorpio,13,Taku,Orange
Lindsay Dolashewich,31,"Asbury Park,  NJ",Dietitian,Healthcare & Wellness,42,5,0,F,0,0,0,0,1,0,0,1,New Jersey,US,Northeast,2/1/91,Aquarius,14,Taku,Orange
Jonathan Young,29,"Gulf Shores,  AL",Beach Service Company Owner,"Business, Finance, Administrative",42,4,0,M,0,0,0,0,0,0,0,1,Alabama,US,South,1/13/93,Capricorn,15,Taku,Orange
Romeo Escobar,37,"Norwalk,  CA",Pageant Coach,"Sports, Fitness, Recreation",42,3,0,M,0,0,1,1,0,0,1,1,California,US,West,5/10/84,Taurus,16,Ika,Blue
Mike Turner,58,"Hoboken,  NJ",Retired Firefighter,"Law, Public Safety, Military",42,2,0,M,0,0,1,1,0,0,0,1,New Jersey,US,Northeast,10/15/63,Libra,17,Vati,Green
Maryanne Oketch,24,"Ajax,  ON",Seminary Student,Education,42,1,1,F,1,0,0,1,0,0,0,1,Ontario,CA,Canada,1/1/98,Capricorn,18,Taku,Orange
Morriah Young,28,"Philadelphia,  PA",Teacher,Education,43,18,0,F,1,0,0,1,0,0,0,1,Pennsylvania,US,Northeast,12/3/93,Sagittarius,1,Baka,Yellow
Justine Brennan,29,"Marina del Ray,  CA",Cyber Security Saleswoman,"Advertising, Marketing, Sales",43,17,0,F,0,1,0,1,0,0,0,1,California,US,West,1/7/93,Capricorn,2,Vesi,Red
Nneka Ejere,43,"Weatherford,  TX",Pharmacist,Healthcare & Wellness,43,16,0,F,1,0,0,1,0,0,0,1,Texas,US,South,6/24/79,Cancer,3,Vesi,Red
Lindsay Carmine,42,"Downingtown,  PA",Pediatric Nurse,Healthcare & Wellness,43,15,0,F,0,0,0,0,0,0,0,1,Pennsylvania,US,Northeast,1/21/80,Aquarius,4,Coco,Blue
Geo Bustamante,35,"Honolulu,  HI",Project Manager,"Business, Finance, Administrative",43,14,0,M,0,0,1,1,0,0,1,1,Hawaii,US,Pacific,8/22/86,Leo,5,Coco,Blue
Elie Scott,31,"Salt Lake City,  UT",Clinical Psychologist,Healthcare & Wellness,43,13,0,F,0,0,1,1,0,0,0,1,Utah,US,West,4/17/91,Aries,6,Baka,Yellow
Dwight Moore,22,"Collierville,  TN",Graduate Student,Education,43,12,0,M,1,0,0,1,0,0,0,1,Tennessee,US,South,8/30/00,Virgo,7,Vesi,Red
Jeanine Zheng,24,"San Francisco,  CA",UX Designer,"Arts, Media, Entertainment",43,11,0,F,0,1,0,1,0,0,0,1,California,US,West,12/19/97,Sagittarius,8,Baka,Yellow
James Jones,37,"Philadelphia,  PA",Event Planner,"Business, Finance, Administrative",43,10,0,M,1,0,0,1,0,0,0,1,Pennsylvania,US,Northeast,5/7/85,Taurus,9,Coco,Blue
Ryan Medrano,24,"El Paso,  TX",Warehouse Associate,Trades & Manufacturing,43,9,0,M,1,0,1,1,0,0,0,1,Texas,US,South,8/26/97,Virgo,10,Coco,Blue
Noelle Lambert,25,"Manchester,  NH",Paralympian,"Sports, Fitness, Recreation",43,8,0,F,0,0,0,0,0,0,0,1,New Hampshire,US,Northeast,1/24/97,Aquarius,11,Vesi,Red
Sami Layadi,19,"Las Vegas,  NV",Pet Cremator,End-of-life Services,43,7,0,M,1,0,0,1,0,0,0,1,Nevada,US,West,10/13/02,Libra,12,Baka,Yellow
Cody Assenmacher,35,"Honolulu,  HI",Elevator Salesman,"Advertising, Marketing, Sales",43,6,0,M,0,0,0,0,0,0,0,1,Hawaii,US,Pacific,12/9/86,Sagittarius,13,Vesi,Red
Karla Cruz Godoy,28,"Newark,  DE",Educational Project Manager,Education,43,5,0,F,0,0,1,1,0,0,1,1,Delaware,US,Northeast,2/19/94,Pisces,14,Coco,Blue
Jesse Lopez,30,"Durham,  NC",Political Science PhD,Education,43,4,0,M,0,0,1,1,0,0,0,1,North Carolina,US,South,11/29/91,Sagittarius,15,Vesi,Red
Owen Knight,29,"New Orleans,  LA",College Admissions Director,Education,43,3,0,M,0,1,0,1,0,0,0,1,Louisiana,US,South,7/10/92,Cancer,16,Baka,Yellow
Cassidy Clark,26,"Austin,  TX",Designer,"Arts, Media, Entertainment",43,2,0,F,0,0,0,0,0,0,1,1,Texas,US,South,1/16/96,Capricorn,17,Coco,Blue
Mike Gabler,52,"Meridian,  ID",Heart Valve Specialist,Healthcare & Wellness,43,1,1,M,0,0,0,0,0,0,0,1,Idaho,US,West,9/4/70,Virgo,18,Baka,Yellow
Bruce Perreault,45,"Warwick, RI",Insurance Agent,"Business, Finance, Administrative",44,18,0,M,1,0,0,1,0,0,0,1,Rhode Island,US,Northeast,8/5/76,Leo,1,Tika,Purple
Maddy Pomilla,28,"Brooklyn,  NY",Charity Projects Manager,"Nonprofit, Social Services, Religious",44,17,0,F,0,0,0,0,0,0,0,1,New York,US,Northeast,4/11/94,Aries,2,Ratu,Orange
Helen Li,28,"San Francisco,  CA",Product Management,"Science, Technology, Engineering, Energy",44,16,0,F,0,1,0,1,0,0,0,1,California,US,West,12/7/93,Sagittarius,3,Tika,Purple
Claire Rafson,25,"Brooklyn,  NY",Tech Investor,"Business, Finance, Administrative",44,15,0,F,1,0,0,1,1,0,1,1,New York,US,Northeast,5/15/97,Taurus,4,Soka,Green
Sarah Wade,26,"Chicago,  IL",Management Consultant,"Business, Finance, Administrative",44,14,0,F,0,0,0,0,0,0,0,1,Illinois,US,Midwest,8/31/95,Virgo,5,Tika,Purple
Matthew Grinstead-Mayle,43,"Columbus, OH",Barbershop Owner,Retail and Consumer Services,44,13,0,M,0,0,0,0,0,0,1,1,Ohio,US,Midwest,5/30/79,Gemini,6,Ratu,Orange
Josh Wilder,34,"Atlanta,  GA",Surgical Podiatrist,Healthcare & Wellness,44,12,0,M,1,0,0,1,0,0,1,1,Georgia,US,South,4/1/88,Aries,7,Soka,Green
Matt Blankinship,27,"San Francisco,  CA",Security Software Engineer,"Science, Technology, Engineering, Energy",44,11,0,M,0,1,0,0,0,0,0,1,California,US,West,3/27/95,Aries,8,Soka,Green
Brandon Cottom,29,"Newtown, PA",Security Specialist,"Law, Public Safety, Military",44,10,0,M,1,0,0,1,0,0,0,1,Pennsylvania,US,Northeast,12/21/92,Sagittarius,9,Ratu,Orange
Kane Fritzler,24,"Saskatoon, SK",Law Student,Education,44,9,0,M,0,0,0,0,0,0,0,1,Saskatchewan ,CA,Canada,1/31/98,Aquarius,10,Ratu,Orange
Frannie Marin,23,"Cambridge,  MA",Research Coordinator,"Science, Technology, Engineering, Energy",44,8,0,F,0,0,0,0,0,0,1,1,Massachusetts,US,Northeast,3/13/99,Pisces,11,Soka,Green
Danny Massa,31,"Bronx,  NY",Firefighter,"Law, Public Safety, Military",44,7,0,M,0,0,0,0,0,0,0,1,New York,US,Northeast,7/31/90,Leo,12,Soka,Green
Jaime Lynn Ruiz,35,"Mesa,  AZ",Yogi,"Sports, Fitness, Recreation",44,6,0,F,0,0,1,1,0,0,0,1,Arizona,US,West,3/7/87,Pisces,13,Ratu,Orange
Lauren Harpe,30,"Mont Belvieu, TX",Elementary School Teacher,Education,44,5,0,F,1,0,0,1,0,0,0,1,Texas,US,South,7/29/91,Leo,14,Ratu,Orange
Carson Garrett,20,"Atlanta,  GA",NASA Engineering Student,Education,44,4,0,M,0,0,0,0,0,0,0,1,Georgia,US,South,12/10/01,Sagittarius,15,Tika,Purple
Carolyn Wiger,35,"Hugo, MN",Drug Counselor,Healthcare & Wellness,44,3,0,F,0,0,0,0,0,0,1,1,Minnesota,US,Midwest,1/9/87,Capricorn,16,Tika,Purple
Heidi Lagares-Greenblatt,42,"Pittsburgh, PA",Engineering Manager,"Science, Technology, Engineering, Energy",44,2,0,F,0,0,1,1,0,0,0,1,Pennsylvania,US,Northeast,1/27/80,Aquarius,17,Soka,Green
Yam Yam Arocho,35,"San Juan, PR",Salon Owner,Retail and Consumer Services,44,1,1,M,0,0,1,1,0,0,1,1,Puerto Rico,US,Caribbean,7/11/86,Cancer,18,Tika,Purple
Hanna Rose,32,"Baltimore City, MD",Therapist,Healthcare & Wellness,45,18,0,F,0,0,0,0,0,0,0,1,Maryland,US,South,9/26/90,Libra,1,Lulu,Yellow
Brandon Donlon,25,"Sicklerville, NJ",Content Producer,"Advertising, Marketing, Sales",45,17,0,M,0,0,0,0,0,0,0,1,New Jersey,US,Northeast,6/2/97,Gemini,2,Lulu,Yellow
Sabiyah Broderick,27,"Jacksonville, NC",Truck Driver,Transportation & Logistics,45,16,0,F,1,0,0,1,0,0,1,1,North Carolina,US,South,8/25/95,Virgo,3,Lulu,Yellow
Sean Edwards,34,"Provo-Orem, UT",School Principal,Education,45,15,0,M,0,1,0,1,0,0,1,1,Utah,US,West,6/23/88,Cancer,4,Lulu,Yellow
Brando Meyer,22,"Seattle,  WA",Software Developer,"Science, Technology, Engineering, Energy",45,14,0,M,0,1,0,1,0,0,0,1,Washington,US,West,6/9/00,Gemini,5,Belo,Blue
J. Maya,24,"Los Angeles,  CA",Singer,"Arts, Media, Entertainment",45,13,0,F,0,1,0,1,0,0,0,1,California,US,West,10/5/98,Libra,6,Reba,Red
Sifu Alsup,30,"O'Fallon, IL",Gym Owner,"Sports, Fitness, Recreation",45,12,0,M,1,0,0,1,0,0,0,1,Illinois,US,Midwest,12/1/92,Sagittarius,7,Reba,Red
Kaleb Gebrewold,28,"Vancouver, BC",Software Salesman,"Advertising, Marketing, Sales",45,11,0,M,1,0,0,1,0,0,0,1,British Columbia,US,Canada,9/16/94,Virgo,8,Lulu,Yellow
Kellie Nalbandian,29,"New York,  NY",Critical Care Nurse,Healthcare & Wellness,45,10,0,F,0,0,0,0,0,0,1,1,New York,US,Northeast,9/5/93,Virgo,9,Belo,Blue
Kendra McQuarrie,30,"Steamboat Springs, CO",Bartender,Food and Hospitality,45,9,0,F,0,0,0,0,0,0,0,1,Colorado,US,West,9/25/92,Libra,10,Belo,Blue
Bruce Perreault,46,"Warwick, RI",Insurance Agent,"Business, Finance, Administrative",45,8,0,M,1,0,0,1,0,0,0,2,Rhode Island,US,Northeast,8/5/76,Leo,11,Belo,Blue
Emily Flippen,28,"Laurel, MD",Investment Analyst,"Business, Finance, Administrative",45,7,0,F,0,0,0,0,0,0,0,1,Maryland,US,South,10/6/94,Libra,12,Lulu,Yellow
Drew Basile,22,"Philadelphia, PA",Graduate Student,Education,45,6,0,M,0,0,0,0,0,0,0,1,Pennsylvania,US,Northeast,9/25/00,Libra,13,Reba,Red
Julie Alley,49,"Brentwood, TN",Estate Attorney,"Law, Public Safety, Military",45,5,0,F,0,0,0,0,0,0,0,1,Tennessee,US,South,3/11/74,Pisces,14,Reba,Red
Katurah Topps,34,"Brooklyn,  NY",Civil Rights Attorney,"Law, Public Safety, Military",45,4,0,F,1,0,0,1,0,0,1,1,New York,US,Northeast,9/3/88,Virgo,15,Belo,Blue
Jake O'Kane,26,"Boston,  MA",Attorney,"Law, Public Safety, Military",45,3,0,M,0,0,0,0,0,0,0,1,Massachusetts,US,Northeast,11/19/96,Scorpio,16,Belo,Blue
Austin Li Coon,26,"Chicago,  IL",Graduate Student,Education,45,2,0,M,0,1,0,1,0,0,0,1,Illinois,US,Midwest,10/23/96,Scorpio,17,Reba,Red
Dee Valladares,26,"Miami,  FL",Entrepreneur,"Business, Finance, Administrative",45,1,1,F,0,0,1,1,0,0,0,1,Florida,US,South,10/2/96,Libra,18,Reba,Red
David Jelinsky,21,"Las Vegas,  NV",Slot Machine Salesman,"Advertising, Marketing, Sales",46,18,0,M,0,0,0,0,0,0,0,1,Nevada,US,West,11/2/01,Scorpio,1,Yanu,Purple
Jess Chong,37,"San Francisco,  CA",Software Engineer,"Science, Technology, Engineering, Energy",46,17,0,F,0,1,0,1,0,0,0,1,California,US,West,3/6/86,Pisces,2,Yanu,Purple
Randen Montalvo,40,"Orlando,  FL",Aerospace Tech,"Science, Technology, Engineering, Energy",46,16,0,M,0,0,1,1,0,0,0,1,Florida,US,South,9/23/82,Libra,3,Nami,Orange
Bhanu Gopal,40,"Acton, MA",IT Quality Analyst,"Science, Technology, Engineering, Energy",46,15,0,M,0,1,0,1,0,0,1,1,Massachusetts,US,Northeast,11/14/82,Scorpio,4,Yanu,Purple
Jem Hussain-Adams,31,"Chicago,  IL",International Brand Mentor,"Advertising, Marketing, Sales",46,14,0,F,0,0,0,1,0,0,0,1,Illinois,US,Midwest,12/4/91,Sagittarius,5,Siga,Green
Moriah Gaynor,28,"San Diego,  CA",Program Coordinator,"Nonprofit, Social Services, Religious",46,13,0,F,0,0,0,0,0,0,1,1,California,US,West,3/14/95,Pisces,6,Siga,Green
Tim Spicer,30,"Atlanta,  GA",College Coach,Education,46,12,0,M,1,0,0,1,0,0,0,1,Georgia,US,South,7/27/92,Leo,7,Siga,Green
Soda Thompson,27,"Lake Hopatcong, NJ",Special Ed Teacher,Education,46,11,0,F,1,0,0,1,0,0,0,1,New Jersey,US,Northeast,4/4/96,Aries,8,Nami,Orange
Tevin Davis,24,"Richmond, VA",Actor,"Arts, Media, Entertainment",46,10,0,M,1,0,0,1,0,0,1,1,Virginia,US,South,4/24/99,Taurus,9,Nami,Orange
Hunter McKnight,27,"French Camp, MS",Science Teacher,Education,46,9,0,M,0,0,0,0,0,0,0,1,Mississippi,US,South,2/24/96,Pisces,10,Nami,Orange
Tiffany Nicole Ervin,32,"Elizabeth, NJ",Artist,"Arts, Media, Entertainment",46,8,0,F,1,0,0,1,0,0,0,1,New Jersey,US,Northeast,2/8/91,Aquarius,11,Yanu,Purple
Venus Vafa,24,"Toronto,  ON",Data Analyst,"Science, Technology, Engineering, Energy",46,7,0,F,0,1,0,1,0,0,0,1,Ontario,CA,Canada,2/12/99,Aquarius,12,Nami,Orange
Q Burdette,29,"Memphis, TN",Real Estate Agent,Real Estate & Construction,46,6,0,M,1,0,0,1,0,0,0,1,Tennessee,US,South,3/8/94,Pisces,13,Yanu,Purple
Maria Shrime Gonzalez,47,"Dallas, TX",Parent Coach,"Nonprofit, Social Services, Religious",46,5,0,F,0,1,0,1,0,0,0,1,Texas,US,South,10/13/75,Libra,14,Siga,Green
Liz Wilcox,35,"Orlando,  FL",Marketing Strategist,"Advertising, Marketing, Sales",46,4,0,F,0,0,0,0,0,0,0,1,Florida,US,South,3/18/88,Pisces,15,Nami,Orange
Ben Katzman,31,"Miami,  FL",Musician,"Arts, Media, Entertainment",46,3,0,M,0,0,0,0,1,0,0,1,Florida,US,South,3/25/92,Aries,16,Siga,Green
Charlie Davis,25,"Boston,  MA",Law Student,Education,46,2,0,M,0,0,0,0,0,0,0,1,Massachusetts,US,Northeast,12/22/97,Capricorn,17,Siga,Green
Kenzie Petty,28,"Charlotte, NC",Salon Owner,Retail and Consumer Services,46,1,1,F,0,0,0,0,0,0,0,1,North Carolina,US,South,8/6/94,Leo,18,Yanu,Purple
